SRC	TRG	PINYIN_STR	PINYIN_CHAR
friedheim	弗里德海姆	fu li de hai mu	f u l i d e h a i m u
spitzer	斯皮策	si pi ce	s i p i c e
middendorf	米登多夫	mi deng duo fu	m i d e n g d u o f u
azarnoff	阿扎尔诺夫	a zha er nuo fu	a z h a e r n u o f u
irwig	伊尔维希	yi er wei xi	y i e r w e i x i
kingsberg	金斯伯格	jin si bo ge	j i n s i b o g e
dregne	德雷涅	de lei nie	d e l e i n i e
riger	里格	li ge	l i g e
mccutchan	麦卡琴	mai ka qin	m a i k a q i n
zizzo	齐佐	qi zuo	q i z u o
ekeberg	埃克伯格	ai ke bo ge	a i k e b o g e
gillett	吉勒特	ji le te	j i l e t e
damaska	达马斯卡	da ma si ka	d a m a s i k a
reynells	雷内尔斯	lei nei er si	l e i n e i e r s i
dwynwen	杜因温	du yin wen	d u y i n w e n
blumer	布卢默	bu lu mo	b u l u m o
eckhoff	埃克霍夫	ai ke huo fu	a i k e h u o f u
facer	费瑟	fei se	f e i s e
shackelford	沙克尔福德	sha ke er fu de	s h a k e e r f u d e
beville	比维尔	bi wei er	b i w e i e r
jesness	杰斯内斯	jie si nei si	j i e s i n e i s i
gatti	加蒂	jia di	j i a d i
heineman	海涅曼	hai nie man	h a i n i e m a n
tavy	塔维	ta wei	t a w e i
voto	沃托	wo tuo	w o t u o
hene	希尼	xi ni	x i n i
rabey	雷比	lei bi	l e i b i
roig	罗伊格	luo yi ge	l u o y i g e
anbar	安巴尔	an ba er	a n b a e r
saperstein	萨珀斯坦	sa po si tan	s a p o s i t a n
seznec	塞兹内克	sai zi nei ke	s a i z i n e i k e
kaliegh	凯莉	kai li	k a i l i
huberman	休伯曼	xiu bo man	x i u b o m a n
ellinger	埃林杰	ai lin jie	a i l i n j i e
dutterer	达特勒	da te le	d a t e l e
dow	道	dao	d a o
haworth	霍沃思	huo wo si	h u o w o s i
jevon	杰文	jie wen	j i e w e n
carosi	卡罗西	ka luo xi	k a l u o x i
elshender	埃尔申德	ai er shen de	a i e r s h e n d e
coolbaugh	库尔博	ku er bo	k u e r b o
mylander	迈兰德	mai lan de	m a i l a n d e
yturria	伊图里亚	yi tu li ya	y i t u l i y a
pittston	皮茨顿	pi ci dun	p i c i d u n
frangos	弗兰戈斯	fu lan ge si	f u l a n g e s i
funkhouser	芬克豪泽	fen ke hao ze	f e n k e h a o z e
heisborg	海斯堡	hai si bao	h a i s i b a o
kolb	科尔布	ke er bu	k e e r b u
barnes	巴恩斯	ba en si	b a e n s i
monjo	蒙乔	meng qiao	m e n g q i a o
bolster	博尔斯特	bo er si te	b o e r s i t e
stickgold	斯蒂克戈尔德	si di ke ge er de	s i d i k e g e e r d e
hailes	黑尔斯	hei er si	h e i e r s i
fullam	富拉姆	fu la mu	f u l a m u
sallenger	萨伦格	sa lun ge	s a l u n g e
hexter	赫克斯特	he ke si te	h e k e s i t e
eleanor	埃莉诺	ai li nuo	a i l i n u o
thiebault	西博尔特	xi bo er te	x i b o e r t e
lasch	拉希	la xi	l a x i
cachemaille	卡什迈尔	ka shi mai er	k a s h i m a i e r
mcclanahan	麦克拉纳汉	mai ke la na han	m a i k e l a n a h a n
benyo	贝尼奥	bei ni ao	b e i n i a o
louchheim	洛凯姆	luo kai mu	l u o k a i m u
flieger	弗利格	fu li ge	f u l i g e
greig	格雷格	ge lei ge	g e l e i g e
thorner	索纳	suo na	s u o n a
sonya	索尼娅	suo ni ya	s u o n i y a
schneebeli	施内贝利	shi nei bei li	s h i n e i b e i l i
emmett	埃米特	ai mi te	a i m i t e
aberdeen	阿伯丁	a bo ding	a b o d i n g
hartzog	哈佐格	ha zuo ge	h a z u o g e
kogok	科戈克	ke ge ke	k e g e k e
jotham	乔撒姆	qiao sa mu	q i a o s a m u
monro	门罗	men luo	m e n l u o
burcher	伯彻	bo che	b o c h e
cunninghame	坎宁安	kan ning an	k a n n i n g a n
fox	福克斯	fu ke si	f u k e s i
rene	勒内	le nei	l e n e i
gauerk	高尔克	gao er ke	g a o e r k e
letice	莱蒂丝	lai di si	l a i d i s i
ebbott	埃博特	ai bo te	a i b o t e
strathallan	斯特拉撒伦	si te la sa lun	s i t e l a s a l u n
abrahall	阿布拉霍尔	a bu la huo er	a b u l a h u o e r
friedes	弗里兹	fu li zi	f u l i z i
mcilwraith	麦基尔雷思	mai ji er lei si	m a i j i e r l e i s i
semans	西曼斯	xi man si	x i m a n s i
bordelon	博德伦	bo de lun	b o d e l u n
mravintz	姆拉文茨	mu la wen ci	m u l a w e n c i
holling	霍林	huo lin	h u o l i n
cleminson	克莱明森	ke lai ming sen	k e l a i m i n g s e n
minkel	明克尔	ming ke er	m i n g k e e r
macmaurice	麦克莫里斯	mai ke mo li si	m a i k e m o l i s i
albro	奥尔布罗	ao er bu luo	a o e r b u l u o
cancro	坎克罗	kan ke luo	k a n k e l u o
curnin	柯宁	ke ning	k e n i n g
beene	比恩	bi en	b i e n
macsimon	麦克西蒙	mai ke xi meng	m a i k e x i m e n g
farage	法拉奇	fa la qi	f a l a q i
steinbruner	斯坦布鲁纳	si tan bu lu na	s i t a n b u l u n a
menchin	门钦	men qin	m e n q i n
ebel	埃贝尔	ai bei er	a i b e i e r
grote	格罗特	ge luo te	g e l u o t e
blodwen	布洛德文	bu luo de wen	b u l u o d e w e n
tatooles	塔图尔斯	ta tu er si	t a t u e r s i
randell	兰德尔	lan de er	l a n d e e r
spelts	斯佩尔茨	si pei er ci	s i p e i e r c i
orrick	奥里克	ao li ke	a o l i k e
mactear	麦克蒂尔	mai ke di er	m a i k e d i e r
preminger	普雷明格	pu lei ming ge	p u l e i m i n g g e
wait	韦特	wei te	w e i t e
morag	莫拉格	mo la ge	m o l a g e
riebel	里布尔	li bu er	l i b u e r
flegenheimer	弗莱根海默	fu lai gen hai mo	f u l a i g e n h a i m o
dabringhaus	达布林豪斯	da bu lin hao si	d a b u l i n h a o s i
karker	卡克	ka ke	k a k e
hagee	哈吉	ha ji	h a j i
kelhead	凯尔黑德	kai er hei de	k a i e r h e i d e
spurling	斯珀林	si po lin	s i p o l i n
lukes	卢克斯	lu ke si	l u k e s i
timmerhaus	蒂默豪斯	di mo hao si	d i m o h a o s i
dobranski	多布兰斯基	duo bu lan si ji	d u o b u l a n s i j i
strollo	斯特罗洛	si te luo luo	s i t e l u o l u o
fredericka	弗雷德里卡	fu lei de li ka	f u l e i d e l i k a
lukash	卢卡什	lu ka shi	l u k a s h i
kai	卡伊	ka yi	k a y i
goldgraben	戈德格拉本	ge de ge la ben	g e d e g e l a b e n
pounteney	庞特尼	pang te ni	p a n g t e n i
sorkin	索金	suo jin	s u o j i n
mauleverer	莫莱弗勒	mo lai fu le	m o l a i f u l e
eslick	埃斯利克	ai si li ke	a i s i l i k e
ledeen	莱丁	lai ding	l a i d i n g
coelho	科埃略	ke ai lve	k e a i l v e
ethelwulf	埃塞伍尔夫	ai sai wu er fu	a i s a i w u e r f u
lunan	卢南	lu nan	l u n a n
gumucio	古穆西奥	gu mu xi ao	g u m u x i a o
kent	肯特	ken te	k e n t e
bernier	伯尼尔	bo ni er	b o n i e r
judkins	贾金斯	jia jin si	j i a j i n s i
kucheman	库奇曼	ku qi man	k u q i m a n
marlene	马琳	ma lin	m a l i n
kransdorf	克兰斯多夫	ke lan si duo fu	k e l a n s i d u o f u
guiler	吉勒	ji le	j i l e
warfard	沃法德	wo fa de	w o f a d e
rearden	里尔登	li er deng	l i e r d e n g
mccallie	麦科利	mai ke li	m a i k e l i
gualtieri	瓜尔蒂耶里	gua er di ye li	g u a e r d i y e l i
cowee	科韦	ke wei	k e w e i
satterlund	萨特伦	sa te lun	s a t e l u n
indy	因迪	yin di	y i n d i
bernberg	伯恩伯格	bo en bo ge	b o e n b o g e
klaber	克莱伯	ke lai bo	k e l a i b o
prebensen	普雷本森	pu lei ben sen	p u l e i b e n s e n
hobley	霍布利	huo bu li	h u o b u l i
macnider	麦克奈德	mai ke nai de	m a i k e n a i d e
kinkor	金科	jin ke	j i n k e
glynne	格林	ge lin	g e l i n
barbirolli	巴尔比罗利	ba er bi luo li	b a e r b i l u o l i
falk	福尔克	fu er ke	f u e r k e
eilts	艾尔茨	ai er ci	a i e r c i
fleece	弗利斯	fu li si	f u l i s i
hasen	哈森	ha sen	h a s e n
grollman	格罗尔曼	ge luo er man	g e l u o e r m a n
bue	布埃	bu ai	b u a i
alevey	阿利维	a li wei	a l i w e i
lybrand	莱布兰德	lai bu lan de	l a i b u l a n d e
corgan	科根	ke gen	k e g e n
mcsween	麦克斯温	mai ke si wen	m a i k e s i w e n
hawke	霍克	huo ke	h u o k e
lerry	莱里	lai li	l a i l i
stokely	斯托克利	si tuo ke li	s i t u o k e l i
russon	拉森	la sen	l a s e n
snelson	斯内尔森	si nei er sen	s i n e i e r s e n
mustin	马斯廷	ma si ting	m a s i t i n g
caughey	考伊	kao yi	k a o y i
stahnke	斯坦克	si tan ke	s i t a n k e
bob	鲍勃	bao bo	b a o b o
chigos	奇戈斯	qi ge si	q i g e s i
jidd	吉德	ji de	j i d e
haroldson	哈罗德森	ha luo de sen	h a l u o d e s e n
wakehurst	韦克赫斯特	wei ke he si te	w e i k e h e s i t e
mcannally	麦坎纳利	mai kan na li	m a i k a n n a l i
aurin	奥林	ao lin	a o l i n
thomen	托门	tuo men	t u o m e n
climer	克莱默	ke lai mo	k e l a i m o
dimeck	迪梅克	di mei ke	d i m e i k e
jaylan	杰兰	jie lan	j i e l a n
swabrick	斯瓦布里克	si wa bu li ke	s i w a b u l i k e
scollard	斯科拉德	si ke la de	s i k e l a d e
laine	莱恩	lai en	l a i e n
york	约克	yue ke	y u e k e
thorelli	托雷利	tuo lei li	t u o l e i l i
ernald	厄纳尔德	e na er de	e n a e r d e
spiker	斯派克	si pai ke	s i p a i k e
jeanne	珍妮	zhen ni	z h e n n i
scourfield	斯库菲尔德	si ku fei er de	s i k u f e i e r d e
galask	加拉斯克	jia la si ke	j i a l a s i k e
colly	科利	ke li	k e l i
rend	伦德	lun de	l u n d e
sebens	西本斯	xi ben si	x i b e n s i
callo	卡洛	ka luo	k a l u o
price	普赖斯	pu lai si	p u l a i s i
andless	安德利斯	an de li si	a n d e l i s i
trevett	特雷韦特	te lei wei te	t e l e i w e i t e
harway	哈韦	ha wei	h a w e i
edic	伊迪克	yi di ke	y i d i k e
eig	艾格	ai ge	a i g e
grunebaum	格鲁内鲍姆	ge lu nei bao mu	g e l u n e i b a o m u
borgo	博尔戈	bo er ge	b o e r g e
terrill	特里尔	te li er	t e l i e r
spelz	斯佩尔兹	si pei er zi	s i p e i e r z i
anderson	安德森	an de sen	a n d e s e n
balint	巴林特	ba lin te	b a l i n t e
toombs	图姆斯	tu mu si	t u m u s i
monninger	蒙宁格	meng ning ge	m e n g n i n g g e
wulfstan	伍尔夫斯坦	wu er fu si tan	w u e r f u s i t a n
farin	法林	fa lin	f a l i n
woodruff	伍德拉夫	wu de la fu	w u d e l a f u
dutro	达特罗	da te luo	d a t e l u o
milburne	米尔本	mi er ben	m i e r b e n
reyne	雷尼	lei ni	l e i n i
steinbach	斯坦巴克	si tan ba ke	s i t a n b a k e
waterhouse	沃特豪斯	wo te hao si	w o t e h a o s i
erwin	欧文	ou wen	o u w e n
zigrosser	齐格罗瑟	qi ge luo se	q i g e l u o s e
blust	布拉斯特	bu la si te	b u l a s i t e
larracey	拉勒西	la le xi	l a l e x i
shepich	谢皮克	xie pi ke	x i e p i k e
duryee	杜里埃	du li ai	d u l i a i
harleston	哈尔斯顿	ha er si dun	h a e r s i d u n
weiher	韦伊尔	wei yi er	w e i y i e r
caulo	科洛	ke luo	k e l u o
rosal	罗萨尔	luo sa er	l u o s a e r
pickle	皮克尔	pi ke er	p i k e e r
dencer	登瑟	deng se	d e n g s e
estren	埃斯特伦	ai si te lun	a i s i t e l u n
flather	弗拉瑟	fu la se	f u l a s e
whiten	怀滕	huai teng	h u a i t e n g
bomford	邦福德	bang fu de	b a n g f u d e
walz	沃尔兹	wo er zi	w o e r z i
dumm	达姆	da mu	d a m u
garrette	加雷特	jia lei te	j i a l e i t e
poix	普瓦	pu wa	p u w a
batterton	巴特顿	ba te dun	b a t e d u n
silvius	西尔维厄斯	xi er wei e si	x i e r w e i e s i
colodny	科洛德尼	ke luo de ni	k e l u o d e n i
flexner	弗莱克斯纳	fu lai ke si na	f u l a i k e s i n a
auping	奥平	ao ping	a o p i n g
stilwell	史迪威	shi di wei	s h i d i w e i
toles	托尔斯	tuo er si	t u o e r s i
morwena	莫文纳	mo wen na	m o w e n n a
harney	哈尼	ha ni	h a n i
haenicke	黑尼克	hei ni ke	h e i n i k e
crismanich	克里斯马尼奇	ke li si ma ni qi	k e l i s i m a n i q i
yerby	耶比	ye bi	y e b i
chrystall	克里斯特尔	ke li si te er	k e l i s i t e e r
palthey	帕尔泰	pa er tai	p a e r t a i
illick	伊利克	yi li ke	y i l i k e
feustmann	福斯特曼	fu si te man	f u s i t e m a n
wyllis	威利斯	wei li si	w e i l i s i
braddon	布拉登	bu la deng	b u l a d e n g
stickane	斯蒂肯	si di ken	s i d i k e n
zenas	泽纳斯	ze na si	z e n a s i
sheaks	希克斯	xi ke si	x i k e s i
grow	格罗	ge luo	g e l u o
ologhlen	奥洛克伦	ao luo ke lun	a o l u o k e l u n
wyden	怀登	huai deng	h u a i d e n g
fredricks	弗雷德里克斯	fu lei de li ke si	f u l e i d e l i k e s i
menefee	梅尼菲	mei ni fei	m e i n i f e i
peteler	佩特勒	pei te le	p e i t e l e
ciccarone	奇卡罗内	qi ka luo nei	q i k a l u o n e i
krim	克里姆	ke li mu	k e l i m u
aglaia	阿格拉娅	a ge la ya	a g e l a y a
victorine	维多琳	wei duo lin	w e i d u o l i n
ahrendt	阿伦特	a lun te	a l u n t e
caine	凯恩	kai en	k a i e n
woytassek	沃伊塔塞克	wo yi ta sai ke	w o y i t a s a i k e
zilversmit	齐尔弗斯米特	qi er fu si mi te	q i e r f u s i m i t e
sikora	西科拉	xi ke la	x i k e l a
barram	巴勒姆	ba le mu	b a l e m u
gehres	格雷斯	ge lei si	g e l e i s i
stears	斯蒂尔斯	si di er si	s i d i e r s i
santhern	桑瑟恩	sang se en	s a n g s e e n
edey	埃迪	ai di	a i d i
artemas	阿蒂马斯	a di ma si	a d i m a s i
minton	明顿	ming dun	m i n g d u n
cookingham	库金安	ku jin an	k u j i n a n
nelligan	内利根	nei li gen	n e i l i g e n
ingrouille	英格鲁伊尔	ying ge lu yi er	y i n g g e l u y i e r
gerassi	杰拉西	jie la xi	j i e l a x i
barkdull	巴克达尔	ba ke da er	b a k e d a e r
heneman	赫尼曼	he ni man	h e n i m a n
benhen	本恩	ben en	b e n e n
senzel	森泽尔	sen ze er	s e n z e e r
woodbridge	伍德布里奇	wu de bu li qi	w u d e b u l i q i
malzberg	马尔兹伯格	ma er zi bo ge	m a e r z i b o g e
ready	雷迪	lei di	l e i d i
catcheside	卡奇赛德	ka qi sai de	k a q i s a i d e
raven	雷文	lei wen	l e i w e n
kneller	内勒	nei le	n e i l e
falconer	福尔克纳	fu er ke na	f u e r k e n a
vorise	沃里斯	wo li si	w o l i s i
pincoffs	平科夫斯	ping ke fu si	p i n g k e f u s i
badaracco	巴达拉科	ba da la ke	b a d a l a k e
glanville	格兰维尔	ge lan wei er	g e l a n w e i e r
murrogh	默罗	mo luo	m o l u o
race	雷斯	lei si	l e i s i
just	贾斯特	jia si te	j i a s i t e
rosemount	罗斯芒特	luo si mang te	l u o s i m a n g t e
maggiolo	马焦洛	ma jiao luo	m a j i a o l u o
plugge	普拉奇	pu la qi	p u l a q i
willam	威拉姆	wei la mu	w e i l a m u
dapples	达普尔斯	da pu er si	d a p u e r s i
dickert	迪克特	di ke te	d i k e t e
brookfield	布鲁克菲尔德	bu lu ke fei er de	b u l u k e f e i e r d e
sand	桑德	sang de	s a n g d e
lamond	拉蒙德	la meng de	l a m e n g d e
brunse	布伦斯	bu lun si	b u l u n s i
yavitz	亚维茨	ya wei ci	y a w e i c i
duff	达夫	da fu	d a f u
fenwick	芬威克	fen wei ke	f e n w e i k e
proenza	普罗恩扎	pu luo en zha	p u l u o e n z h a
weingand	瓦因甘德	wa yin gan de	w a y i n g a n d e
gents	根茨	gen ci	g e n c i
dimit	迪米特	di mi te	d i m i t e
bligh	布莱	bu lai	b u l a i
sondra	桑德拉	sang de la	s a n g d e l a
bouffard	布法德	bu fa de	b u f a d e
barhydt	巴希特	ba xi te	b a x i t e
fernand	费尔南德	fei er nan de	f e i e r n a n d e
soloway	索洛韦	suo luo wei	s u o l u o w e i
dym	迪姆	di mu	d i m u
ferguson	弗格森	fu ge sen	f u g e s e n
eastland	伊斯特兰	yi si te lan	y i s i t e l a n
ohare	奥黑尔	ao hei er	a o h e i e r
haycock	海科克	hai ke ke	h a i k e k e
yarley	雅利	ya li	y a l i
landone	兰登	lan deng	l a n d e n g
kilmartin	基尔马丁	ji er ma ding	j i e r m a d i n g
smellie	斯梅利	si mei li	s i m e i l i
mckibbin	麦基宾	mai ji bin	m a i j i b i n
freeman	弗里曼	fu li man	f u l i m a n
fernanda	费尔南达	fei er nan da	f e i e r n a n d a
melchner	梅尔克纳	mei er ke na	m e i e r k e n a
goetsch	戈奇	ge qi	g e q i
morshead	莫斯黑德	mo si hei de	m o s i h e i d e
fawssett	福西特	fu xi te	f u x i t e
champness	钱普尼斯	qian pu ni si	q i a n p u n i s i
ehrenreich	埃伦赖希	ai lun lai xi	a i l u n l a i x i
nystrom	奈斯特龙	nai si te long	n a i s i t e l o n g
portland	波特兰	bo te lan	b o t e l a n
fabergren	费伯格伦	fei bo ge lun	f e i b o g e l u n
clizbe	克利兹比	ke li zi bi	k e l i z i b i
maltby	莫尔特比	mo er te bi	m o e r t e b i
motte	莫特	mo te	m o t e
boehning	伯宁	bo ning	b o n i n g
anspacher	安斯帕赫尔	an si pa he er	a n s i p a h e e r
panter	潘特	pan te	p a n t e
mcnickle	麦克尼克尔	mai ke ni ke er	m a i k e n i k e e r
hierom	希罗姆	xi luo mu	x i l u o m u
yeutter	尤特	you te	y o u t e
macbeath	麦克贝思	mai ke bei si	m a i k e b e i s i
ognall	奥格纳尔	ao ge na er	a o g e n a e r
levington	莱文顿	lai wen dun	l a i w e n d u n
knollenberg	诺伦伯格	nuo lun bo ge	n u o l u n b o g e
newenham	纽厄纳姆	niu e na mu	n i u e n a m u
bocking	博金	bo jin	b o j i n
laupp	劳普	lao pu	l a o p u
cockraft	科克拉夫特	ke ke la fu te	k e k e l a f u t e
glenville	格伦维尔	ge lun wei er	g e l u n w e i e r
alchin	阿尔钦	a er qin	a e r q i n
bissonette	比索内特	bi suo nei te	b i s u o n e i t e
fuellhart	菲尔哈特	fei er ha te	f e i e r h a t e
thuot	索特	suo te	s u o t e
jessamy	杰萨米	jie sa mi	j i e s a m i
barnicle	巴尼克尔	ba ni ke er	b a n i k e e r
wilcomb	威尔科姆	wei er ke mu	w e i e r k e m u
burkee	伯基	bo ji	b o j i
schwenck	施文克	shi wen ke	s h i w e n k e
vanderhye	范德希	fan de xi	f a n d e x i
moeslein	莫斯莱因	mo si lai yin	m o s i l a i y i n
bagrit	巴格里特	ba ge li te	b a g e l i t e
lemnitzer	莱姆尼策	lai mu ni ce	l a i m u n i c e
bukiet	布基特	bu ji te	b u j i t e
lotito	洛蒂托	luo di tuo	l u o d i t u o
waldmeir	沃尔德迈尔	wo er de mai er	w o e r d e m a i e r
klutznick	克卢茨尼克	ke lu ci ni ke	k e l u c i n i k e
katzki	卡茨基	ka ci ji	k a c i j i
sisisky	西西斯基	xi xi si ji	x i x i s i j i
tulett	塔利特	ta li te	t a l i t e
vasal	瓦萨尔	wa sa er	w a s a e r
zandra	赞德拉	zan de la	z a n d e l a
casswell	卡斯韦尔	ka si wei er	k a s i w e i e r
derjagt	德贾格特	de jia ge te	d e j i a g e t e
rishworth	里什沃思	li shi wo si	l i s h i w o s i
broodly	布鲁德利	bu lu de li	b u l u d e l i
tidmarsh	蒂德马什	di de ma shi	d i d e m a s h i
bundy	邦迪	bang di	b a n g d i
cocheres	科克里斯	ke ke li si	k e k e l i s i
gamoran	加莫伦	jia mo lun	j i a m o l u n
grapski	格拉普斯基	ge la pu si ji	g e l a p u s i j i
bushey	布希	bu xi	b u x i
crosier	克罗泽	ke luo ze	k e l u o z e
groves	格罗夫斯	ge luo fu si	g e l u o f u s i
vansittart	范西塔特	fan xi ta te	f a n x i t a t e
cutchins	卡钦斯	ka qin si	k a q i n s i
fendler	芬德勒	fen de le	f e n d e l e
lieder	利德	li de	l i d e
hayworth	海沃思	hai wo si	h a i w o s i
jakins	杰金斯	jie jin si	j i e j i n s i
poladian	波拉迪安	bo la di an	b o l a d i a n
prewer	普鲁尔	pu lu er	p u l u e r
schuellein	许莱因	xu lai yin	x u l a i y i n
laing	莱恩	lai en	l a i e n
kelty	凯尔蒂	kai er di	k a i e r d i
lecourt	勒考特	le kao te	l e k a o t e
kenton	肯顿	ken dun	k e n d u n
allik	阿利克	a li ke	a l i k e
macoy	麦科伊	mai ke yi	m a i k e y i
wit	威特	wei te	w e i t e
waits	韦茨	wei ci	w e i c i
stradling	斯特拉德林	si te la de lin	s i t e l a d e l i n
mcclusky	麦克拉斯基	mai ke la si ji	m a i k e l a s i j i
fairholt	费尔霍尔特	fei er huo er te	f e i e r h u o e r t e
amwell	阿姆韦尔	a mu wei er	a m u w e i e r
lennon	伦农	lun nong	l u n n o n g
rolya	罗利亚	luo li ya	l u o l i y a
donelly	唐纳利	tang na li	t a n g n a l i
emrick	埃姆里克	ai mu li ke	a i m u l i k e
cotten	科滕	ke teng	k e t e n g
towns	汤斯	tang si	t a n g s i
glenys	格莱尼丝	ge lai ni si	g e l a i n i s i
carrier	卡里尔	ka li er	k a l i e r
galins	加林斯	jia lin si	j i a l i n s i
nickle	尼克尔	ni ke er	n i k e e r
kifel	基弗尔	ji fu er	j i f u e r
allemang	阿利芒	a li mang	a l i m a n g
holleb	霍利布	huo li bu	h u o l i b u
northard	诺瑟德	nuo se de	n u o s e d e
heatherly	希瑟利	xi se li	x i s e l i
weden	韦登	wei deng	w e i d e n g
kajunski	卡琼斯基	ka qiong si ji	k a q i o n g s i j i
tufte	塔夫特	ta fu te	t a f u t e
grahame	格雷厄姆	ge lei e mu	g e l e i e m u
feldman	费尔德曼	fei er de man	f e i e r d e m a n
riesel	里塞尔	li sai er	l i s a i e r
